CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW
2758166,39,A05,A0502,A05020400,오향가가락본점,1,1018,서울특별시 송파구 송이로 106 (가락동),20211018225626,20230913150002,127.1214044311,37.4968204688,6.0,,음식,전문음식,9639,"오향가가락본점은 일반 중식당과는 다르게 족발과 짬뽕을 판매하는 식당이다. 족발 위에 해파리냉채를 얹어 겨자소스를 부어 내주는 냉족발이 인기다. 차가운 냉족발과 대비되는 짬뽕, 들깨 미역국과 탕수육도 인기 메뉴이며 족발과 장육은 저녁에만 판매한다. 저녁이나 주말에는 대기자가 많으니 참고 바란다."
2839004,39,A05,A0502,A05020200,꼼떼바베큐둔촌본점,1,1002,서울특별시 강동구 동남로51길 9 ,20220818150742,20220818150756,127.1496369415,37.5331334298,6.0,http://tong.visitkorea.or.kr/cms/resource/97/2838997_image2_1.jpg,음식,전문음식,9618,"꼼데 바베큐 둔촌본점은 서울 둔촌동 서울중앙보훈병원 인근에 있다. 외부에는 테라스 테이블이 세팅되어 있어 야외에서 식사를 할 수 있다. 야외 캐노피 아래 테이블도 설치되어 있어서 취향에 맞게 테이블을 골라 앉을 수 있다. 이곳의 대표 메뉴는 자이언트 바베큐 플래터, 홈메이드 리코타 치즈 샐러드다. 밑반찬으로는 피클과 마늘쫑이 섞여 나오고 그 외에는 소스 3가지가 나온다. 이곳의 특별한 점은 메인 메뉴가 나오기 전 포테이토칩이 애피타이저로 제공된다는 것이다. 자이언트 바베큐 플래터에는 부챗살 스테이크와 돼지갈비, 백립, 통 닭다리 구이, 소시지, 버섯, 파인애플 등 넉넉하게 구성되어 있다. 식당과 가까운 곳에 공원과 영화관이 있어 식사 후 들르기 좋다."
2755472,39,A05,A0502,A05020100,우이산장키토산오리집,1,1003,서울특별시 강북구 삼양로181길 141-5 (우이동),20211012185130,20230220105819,127.0077154291,37.6695927877,6.0,,음식,전문음식,9534,우이동 방면의 북한산 국립휴양림 내에 위치한 식당으로 100석 이상의 규모를 갖췄다. <br>통나무로 지어진 2층 식당 주변으로 커다란 소나무와 나무들이 가득하며 식당 입구에 쌓아둔 장작더미가 식당 이름처럼 산장을 연상시킨다. 서울 도심에서 멀리 여행을 온 듯한 느낌으로 식사를 한 후에는 주변 산책로를 거닐 수 있고 차를 마실 수 있는 야외 휴식공간도 마련되어 있다.
2783402,39,A05,A0502,A05020900,하츠베이커리,1,1018,서울특별시 송파구 중대로 210 (가락동),20211130191712,20231004105458,127.1271899119,37.5004840363,6.0,http://tong.visitkorea.or.kr/cms/resource/41/2790441_image2_1.jpg,음식,간이음식,9362,"하츠베이커리는 서울 송파구 가락동에 위치한 베이커리 카페로 1층은 베이커리 공간, 2층과 3층은 카페, 테라스 공간이다. 게시판에 40년 장인이 만든 베이커리 Best 8을 안내해 구매 시 참고해도 좋다. 그중 1등 대표 메뉴는 SBS <생방송 투데이> 2766회(2021.02.23)에 소개된 '공주밤팥빵'이다. 그 밖에도 프랑스바게트, 시오빵(소금빵), 치아바타, 맘모스빵 등 다양한 종류의 빵을 판매하고 있으며, 택배로도 주문이 가능하다. 지하철 5호선 오금역 4번 출구에서 도보 1분 거리에 있고 차량 이용 시 주차가 가능하다."
2839950,39,A05,A0502,A05020100,명인밥상,1,1018,서울특별시 송파구 송이로 155 지하1층,20220819150106,20220825165642,127.1250514194,37.4933681573,6.0,http://tong.visitkorea.or.kr/cms/resource/47/2839947_image2_1.jpg,음식,한식,9307,"명인밥상은 3호선 경찰병원역 4번 출구 팔각정어린이공원 인근에 있다. 매장 안은 대기 손님들을 위한 휴게 공간이 마련되어 있고 단체석이 준비되어 있어 가족 행사나 회사 모임을 할 수 있는 곳이다. 이 식당의 대표 메뉴는 한식 장인이 만든 전복갈비찜밥상, 제육구이밥상, 보리굴비밥상, 고등어구이밥상이 있다. 한정식에는 20여 가지 기본 반찬과 어린이를 위한 떡볶이와 콘 샐러드가 나온다. 한식 샐러드 바가 있어 모자라는 반찬은 셀프로 추가할 수 있다. 밥은 돌솥 밥으로 나와 따뜻한 숭늉과 누룽지를 먹을 수 있다. 정식에 나오는 대표 메뉴를 단품으로 추가해서 먹을 수 있다. 인근에 석촌호수, 유명테마놀이공원, 대형마트와 공원이 있어 연계 관광을 할 수 있다."
2752172,39,A05,A0502,A05020100,대우부대찌개,1,1001,서울특별시 강남구 테헤란로25길 34 (역삼동),20211001012919,20231026091823,127.0352870976,37.502798781,6.0,,음식,전문음식,9306,"1984년에 영업을 시작한 부대찌개 전문식당으로 찌개에 미나리가 들어 있어 깔끔하고 담백한 국물 맛이 특징이다. 주문과 동시에 요리가 시작되며 역삼동 인근 직장인들에게 인기 식당으로 손님이 많은 편이다. TV 프로그램 ‘수요미식회’, ‘맛있는 녀석들’에도 소개되었고, 2017년부터 5년간 블루리본 서베이에 수록되었다."
402888,39,A05,A0502,A05020100,제일콩집,1,1009,서울특별시 노원구 동일로174길 37-8 ,20080120063145,20230310102649,127.077677142,37.6195776431,6.0,http://tong.visitkorea.or.kr/cms/resource/88/398888_image2_1.jpg,음식,한식,9140,"공릉동에 위치한 제일콩집은 25년의 전통을 자랑하는 전문 콩요리집이다. 강원도 홍천에서 공수해온 국산 콩만을 사용하여 맷돌로 손수 갈아 손님상에 내놓기 때문에 더욱더 고소하고 담백한 맛을 낸다. 또 그날 그날 사용할 만큼의 양만 갈기 때문에 항상 신선한 음식을 대접한다는 것도 최상의 맛을 내는 비결이기도 하다. 

손두부, 콩탕, 청국장, 순두부, 두부찌개, 콩국수 등 콩을 사용한 다양한 요리가 준비되어 있다. 특히 여름철에는 고소하고 담백한 콩국수 요리가 단연 인기 메뉴라 할 수 있겠다. 그 옛날 어머니가 만들어준 고향의 맛이 생각나게 하는 토속적이고 가정적인 깔끔한 음식이 인상적이다."
2757828,39,A05,A0502,A05020100,소백산양재별관,1,1015,서울특별시 서초구 강남대로8길 36 (양재동),20211016002838,20221130110147,127.0430706914,37.4685223439,6.0,,음식,한식,9092,"소백산 소 사육 농가에서 직접 운영하는 곳으로 양재동 맛집으로 유명하다. 주메뉴는 등심과 갈빗살. 가볍게 점심시간에는 갈비탕을 찾는 사람들도 많다. 강남에 넓은 주차장을 확보한 대형 단독건물로 지하철이나 승용차 모두 이용이 편리하다. 직접 담근 간장, 된장, 고추장, 참기름도 판매한다. 신분당선 양재시민의숲역 주택가 먹자 거리에 있다."
2438633,39,A05,A0502,A05020100,역전회관,1,1013,서울특별시 마포구 토정로37길 47 ,20161108232707,20230503141952,126.946996782,37.5429147603,6.0,http://tong.visitkorea.or.kr/cms/resource/45/2478045_image2_1.jpg,음식,한식,9032,4대를 이어 운영해오고 있는 한식 점문점이다. 대표메뉴는 불고기다. 서울특별시 마포구에 있는 한식전문점이다.
2839458,39,A05,A0502,A05020100,오모리찌개잠실본점,1,1018,서울특별시 송파구 송파대로 471 ,20220819094703,20220825171417,127.1040779097,37.508093848,6.0,http://tong.visitkorea.or.kr/cms/resource/49/2839449_image2_1.jpg,음식,한식,8957,"오모리찌개 잠실본점은 8, 9호선 석촌역 8번 출구 송파구청선거관리위원회 인근에 있다. 주차는 건물 지하 주차장을 이용하면 된다. 매장 1층은 면 종류를 팔고 2층은 오모리찌개를 판다. 현재는 1층에서 모든 메뉴를 24시간 영업한다. 이 음식점의 대표 메뉴는 묵은지가 들어간 오모리목살찜, 손으로 뽑은 수타 짜장면이 인기가 있다. 물과 반찬은 셀프이다. 묵은지가 들어간 오모리찌개는 1인 경우 공깃밥, 2인부터 즉석조리 밥을 제공한다. 그밖에 칼국수, 오모리 손만두, 오모리 고등어찜 등이 있다. 모든 메뉴는 포장이 된다. 근방에 송파나루공원, 석촌호수, 유명테마공원이 있어 연계 관광을 할 수 있다."
2654151,39,A05,A0502,A05020200,라세느롯데호텔서울,1,1024,서울특별시 중구 을지로 30 ,20200423234843,20210331195117,126.9816346542,37.565479425,6.0,http://tong.visitkorea.or.kr/cms/resource/06/2655206_image2_1.jpg,음식,전문음식,8942,서울특별시 을지로입구역 부근에 있는 뷔페이다. 대표메뉴는 뷔페이다. 한국 유명 호텔 내에 있다.
2758147,39,A05,A0502,A05020100,산삼청각,1,1018,서울특별시 송파구 송이로 151 (가락동),20211018224509,20221109113004,127.1249180932,37.4935459124,6.0,http://tong.visitkorea.or.kr/cms/resource/01/2790201_image2_1.jpg,음식,한식,8851,가락동 경찰병원 인근 대형 2층 한옥식 건물로 된 숯불구이 한상 차림 식당이다. '삼청각' 이름 앞에 산(山)자를 붙여 <산삼청각>이라고도 부른다. 숯불갈비와 한우등심이 주 메뉴이며 기본상차림의 반찬 가짓수가 많다. 음식의 맛과 서비스도 좋지만 한옥의 고급스러운 분위기의 인테리어와 식당 규모가 크고 개별 룸이 준비되어 있어서 가족모임 하기에 좋은 식당으로 인기다.
2850949,39,A05,A0502,A05020100,원두막,1,1019,서울특별시 양천구 신목로 56 ,20220907143011,20220907143022,126.8729680663,37.519907777,6.0,http://tong.visitkorea.or.kr/cms/resource/37/2850937_image2_1.jpg,음식,한식,8824,"원두막은 서울특별시 양천구 신정동에 있는 숯불갈비 전문점이다. 지하철 5호선 오목교역 인근에 있는 이곳은 100여 대가 동시 주차할 수 있는 넓은 주차장을 갖고 있다. 식당 내부도 넓어서 가족 모임이나 단체 회식을 하기 좋다. 대표 메뉴는 돼지갈비와 소갈비, 한우 모듬 구이이고 매일 100% 유기농 콩으로 만드는 두부와 순두부로도 유명한 식당이다.
참숯 화로에 구리 불판을 올려 구워낸 고기 맛이 별미이다. 점심 메뉴로는 청국장과 순두부가 있다. 보리밥과 낙지 정식, 보쌈과 육회비빔밥 등의 메뉴도 준비되어 있다. 원두막처럼 꾸며진 개별 룸과 통유리로 목동을 내려다 볼 수 있는 좌석이 있다. 신청 어린이공원, 양천공원, 실개천 생태공원, 안양천 가족공원이 가까이 있어 식사 후 산책하기 좋다."
2845699,39,A05,A0502,A05020100,뜨락,1,1001,서울특별시 강남구 영동대로142길 13-3 ,20220830110913,20220830110923,127.0555679713,37.524466074,6.0,http://tong.visitkorea.or.kr/cms/resource/92/2845692_image2_1.jpg,음식,한식,8813,"한우 전문점 뜨락은 7호선 청담역 14번 출구 영동대교 남단교차로 인근에 있다. 주차는 건물 내 주차장 또는 발레파킹을 할 수 있다. 이곳은 영동대교IC 인근 고층 아파트 둘러싸인 가운데 단독 건물로 강남 도심 속의 의외의 장소에 있다. 외형은 적색 벽돌 마감과 아치형 창문으로 되어있는 한적하고 차분한 고급스러운 단독 건물이다. 내부는 일반 홀과 각종 개별 룸으로 구성되어 있다. 이곳은 20년이 넘는 동안 특상 등급 한우를 손님상에 내고 있다. 대표 메뉴로 (1인)코스, 안심(130g)이 있다. 이외 메뉴로 평일한우세트(2인), 평일소꼬리찜세트(2인), 등심(130g), 안창살(120g), 살치살(120g)이 인기가 있다. 대표 메뉴인 한우 코스는 4인 이상에 식사가 가능하며 예약이 필수다. 식당 인근에는 서울 선릉과 정릉(세계문화유산), 잠실종합운동장, 유명테마공원, 잠실한강공원이 있어 연계 관광을 할 수 있다."
837020,39,A05,A0502,A05020100,황생가칼국수,1,1023,서울특별시 종로구 북촌로5길 78 ,20091028030300,20220916133135,126.9806371085,37.5800915979,6.0,http://tong.visitkorea.or.kr/cms/resource/56/1845156_image2_1.jpg,음식,한식,8673,칼국수 전문점으로 어머님 솜씨로 만든 왕만두가 일품인 곳이다. 옛날식 수육과 여름 한철 선보이는 콩국수도 별미이다.
2733858,39,A05,A0502,A05020400,램랜드,1,1013,서울특별시 마포구 토정로 255 (용강동),20210813220818,20230921103055,126.9388919493,37.5434895483,6.0,http://tong.visitkorea.or.kr/cms/resource/21/2786821_image2_1.jpg,음식,전문음식,8667,램랜드는 양고기전문점으로 신선한 양고기 등심을 갈비뼈를 따라 하나하나 잘라낸 삼각갈비는 소고기보다 육질이 연하고 지방이 적어 담백하고 고소한 맛이다. 2년 미만의 새끼 양을 사용하여 특유의 냄새를 없앴다.
2836064,39,A05,A0502,A05020100,남영돈,1,1021,서울특별시 용산구 한강대로80길 17 ,20220811162346,20220811162355,126.9737915663,37.5428013647,6.0,http://tong.visitkorea.or.kr/cms/resource/53/2836053_image2_1.jpg,음식,한식,8629,"남영돈은 4호선 숙대입구역 6번 출구 인근에 있다. 이 집은 30년 전통의 참숯 화로구이 돼지고기 전문점이다. 저녁 식사를 위해 오후 2시부터 웨이팅을 받는다. 전화, 앱이 아닌 직접 방문해야 웨이팅 예약이 가능하다. 주차장은 인근의 공영주차장을 이용해야 한다. 반찬은 6가지가 제공된다. 1인당 소스, 고추냉이, 젓갈류가 한 접시에 제공된다. 이곳의 대표 메뉴는 육즙 가득 삼겹살, 탱글탱글 목살, 쫀득쫀득 가브리살, 아삭아삭 항정살이다. 이곳은 손님이 보유하고 있는 와인을 직접 들고 가면 잔을 내어주는 '콜키지 프리' 서비스를 운영하고 있다. 식당 인근에는 남산서울타워, 숭례문, 용산공원, 국립중앙박물관 등이 있다."
2837937,39,A05,A0502,A05020100,평양집,1,1021,서울특별시 용산구 한강대로 186 ,20220817142916,20220817142929,126.9739889933,37.5349133954,6.0,http://tong.visitkorea.or.kr/cms/resource/32/2837932_image2_1.jpg,음식,한식,8564,"평양집은 4호선, 6호선 삼각지역 14번 출구 바로 앞에 있다. 주차장은 식당 앞에 공간이 넓어 그곳을 이용할 수 있다. 대표 메뉴인 곰탕과 양, 곱창, 차돌박이 등 소의 특수 부위를 전문적으로 취급하는 고깃집이다. 기본 반찬으로 양배추, 깍두기, 마늘, 고추장, 고추장아찌 등이 나오며 옛날 화로에 투박한 불판, 양철 테이블 등 오래된 노포 분위기를 느낄 수 있다. 아침 7시에 문을 열어 아침 식사를 할 수 있다. 아침 식사 메뉴는 내장 곰탕으로 평일은 오후 5시까지 주문할 수 있고, 주말과 공휴일은 오후 8시까지 주문할 수 있다. 인근에 용산공원, 전쟁기념관, 남산 서울타워, 호텔, 카지노, 박물관 등이 있어 연계 관광이 가능하다."
2733862,39,A05,A0502,A05020900,빌즈강남,1,1001,서울특별시 강남구 테헤란로 142 (역삼동),20210813221638,20230515093616,127.0349788776,37.4997880134,6.0,http://tong.visitkorea.or.kr/cms/resource/44/2788844_image2_1.jpg,음식,전문음식,8468,"호주의 유명 프랜차이즈 빌즈의 서울 지점 중 한 곳으로, 호주의 감성과 라이프 스타일을 체험할 수 있다.
호주 스타일의 브런치 메뉴, 리코타 핫케이크, 오가닉 스크램블 에그 등이 대표 메뉴이다."
2834678,39,A05,A0502,A05020900,브랜뉴하이몬드,1,1002,서울특별시 강동구 천호옛14길 11 ,20220809143654,20220809143705,127.1261723144,37.5364853944,6.0,http://tong.visitkorea.or.kr/cms/resource/64/2834664_image2_1.jpg,음식,간이음식,8325,"브랜뉴하이몬드는 천호역 6번 출구 롯데시네마 강동점 인근에 있는 베이커리 카페다. 이 가게는 1979년 몽블랑 베이커리로 시작하여 2004년에 카페드하이몬드로 한번 변경됐고 2019년에 브랜뉴하이몬드로 카페로 변신해 현재위치에 자리 잡았다. 이곳은 80년대부터 지금까지의 서울을 모두 겪어낸 역사 속 빵집으로. 대표적인 빵지순례 장소로 식사용 샌드위치, 조리 빵와 케이크, 빵, 디저트, 빙수와 카페 음료 등 다양한 메뉴와 넓은 공간, 좌석이 준비되어 있다. 인근에 서울스카이와 롯데뮤지엄이 있다."
1985338,39,A05,A0502,A05020100,영일분식,1,1020,서울특별시 영등포구 도림로141가길 34-1 ,20150122190505,20230308144111,126.8896583133,37.516302938,6.0,http://tong.visitkorea.or.kr/cms/resource/34/1984534_image2_1.jpg,음식,한식,8282,"[서울 영등포구 문래동4가에 위치한 칼국수 전문점 영일분식]<br />영일분식은 문래동에 있는 칼국수 전문음식점이다. 영일분식은 문래동4가 철공소 골목 내에 위치하였으며, 오래된 외관의 음식점이지만 실내는 외관과 다르게 깔끔하다. 영일분식에서는 칼국수, 칼비빔국수, 소면국수, 소면비빔국수, 메밀만두를 제공하고 있으며, 인원수 별로 메뉴를 주문하는 경우 국수와 밥을 리필할 수 있다. 영일분식은 재료가 떨어지는 경우 영업을 일찍 마감하기 때문에 전화 문의 후 방문하는 것이 좋다.<br>"
134810,39,A05,A0502,A05020100,황도바지락칼국수,1,1002,서울특별시 강동구 천호대로 1256 (둔촌동),20041216090000,20230728112051,127.1501867843,37.5369024462,6.0,http://tong.visitkorea.or.kr/cms/resource/36/1922336_image2_1.jpg,음식,한식,8215,"황도에서 생산하는 대한민국 최고의 바지락을 재료로 사용하여 국물 맛이 시원할 뿐만 아니라 바지락은 거의 대합 수준일 정도로 크기가 대단하다. 바지락 칼국수 집에서 가장 취약한 부분은 바지락을 먹다가 뻘을 씹는 경우가 많은데 이곳은 거의 뻘을 씹는 경우가 없을 정도로 해감(뻘 제거 작업)이 잘되어 있다. 이 집에서 갯벌 흙이 거의 씹히지 않는 이유는 황도에 해감을 전문으로 하는 공장을 갖고 있으며 그곳에서 7번에 걸친 해감 작업을 통해 남아있는 갯벌 흙을 완벽하게 제거하기 때문이다. 또한 칼국수, 냉국수, 수육, 왕만두와 함께 보리밥을 무한리필로 즐길 수 있는 음식점이다."
2873184,39,A05,A0502,A05020100,가야밀냉면해물칼국수,1,1022,서울특별시 은평구 대서문길 36 북한산성상가 A동 106호,20221024141353,20221024141407,126.948537895,37.6555794652,6.0,http://tong.visitkorea.or.kr/cms/resource/72/2873172_image2_1.jpg,음식,한식,8014,"가야밀냉면해물칼국수는 은평구 효자동 행정복지센터 부근 북한산 초입 상가에 있다. 상가 주차장과 공영주차장이 있어 방문 시 자동차를 이용하기 편리하다. 이곳은 37년 전통의 밀면 전문점으로 유명하다. TV 맛집 프로그램에 소개된 집으로 등산객들에게 오랜 사랑을 받아온 음식점이다. 매장 안은 넓고 테이블이 많다. 대표 메뉴는 물밀면, 비빔밀면, 콩밀면, 칼국수, 만두가 있다. 추가로 해물파전, 부추전, 감자전, 메밀전병이 인가가 많다. 주변에 북한산성이 있어 연계 관광에 좋다."
2853937,39,A05,A0502,A05020100,마복림할머니막내아들네,1,1024,서울특별시 중구 다산로 221 ,20220915135629,20220915135641,127.0151038977,37.5629747614,6.0,http://tong.visitkorea.or.kr/cms/resource/32/2853932_image2_1.jpg,음식,간이음식,7999,"신당역 7번 출구에서 도보 5분 이내 거리에 있는 떡볶이 전문점이다. 신당동 떡볶이 골목에 있다. 대표메뉴는 즉석떡볶이이고, 그 외에도 떡볶이, 오뎅, 순대, 닭발 등 다양한 메뉴가 있다. 24시간 영업이지만 매장 식사는 새벽 5시부터 오후 9시까지만 가능하다. 포장과 배달이 가능하다. 매장 앞에는 주차장이 없지만, 직원이 직접 발렛파킹을 해주기 때문에 차를 가지고 방문하기에 좋다. 매장 분위기가 예스럽고 정겨우며, 내부가 넓고 2층까지 있어서 여유 있게 식사를 즐길 수 있다. 근처에 서울중앙시장, 충무아트센터, 신당지하상가 등이 있어서 관광하기 좋다."
2834768,39,A05,A0502,A05020100,응순가재골수제비,1,1009,서울특별시 노원구 동일로242길 100 ,20220809151212,20220809151451,127.0606632374,37.6744820621,6.0,http://tong.visitkorea.or.kr/cms/resource/59/2834759_image2_1.jpg,음식,한식,7992,"응순가재골수제비 맛집은 7호선 수락산역 3번 출구 노원초등학교 인근에 있다. 얼큰하게 끓여 내는 수제비가 주메뉴다. 모 방송사 프로그램에 달인으로 선정될 만큼 수락산 자락을 대표하는 맛집이다. 두 번째로 인기가 많은 메뉴는 매콤 오징어 부추전으로, 등산객은 물론 동네 주민들로부터 사랑받고 있다. 주변에 벽운계곡이 있어 연계 관광이 가능하다."
1985351,39,A05,A0502,A05020100,문배동육칼,1,1021,서울특별시 용산구 백범로90길 50 ,20150122191043,20230613140017,126.970328168,37.5365964678,6.0,http://tong.visitkorea.or.kr/cms/resource/37/1984537_image2_1.jpg,음식,한식,7953,"문배동 육칼은 육개장 칼국수의 줄임말로 육개장과 칼국수를 함께 제공하는 음식점이다. 육개장과 칼국수(대)를 맛보거나 육개장과 칼국수(소)에 공깃밥을 맛볼 수 있다. 육개장은 포장 판매도 하며, 반찬 추가는 셀프이고, 육수는 리필이 가능하다."
2902652,39,A05,A0502,A05020100,혜화칼국수,1,1023,서울특별시 종로구 창경궁로35길 13 ,20221109102004,20221109102019,127.0015155765,37.586618992,6.0,http://tong.visitkorea.or.kr/cms/resource/46/2902646_image2_1.jpg,음식,한식,7946,"혜화칼국수는 서울특별시 종로구 혜화동에 있는 칼국수 맛집이다. 대중교통을 이용한다면 지하철 4호선 혜화역 4번 출구 부근에 있다. 혜화동의 오래된 노포로 1층과 1층에 좌식 테이블이 있다. 유명한 TV 프로그램에 소개되면서 더욱 그 맛을 인정받은 곳이다. 대표 메뉴는 국시, 수육, 생선튀김이고 수육, 바싹 불고기, 녹두빈대떡도 인기다. 주변에 창덕궁(세계문화유산), 종묘(세계문화유산), 하늘한마당이 있다 연계 관광에 좋다."
2836111,39,A05,A0502,A05020100,산들애건강밥상,1,1022,서울특별시 은평구 대서문길 43-16 ,20220811165203,20220811165214,126.9492544791,37.6561877405,6.0,http://tong.visitkorea.or.kr/cms/resource/06/2836106_image2_1.jpg,음식,한식,7924,"산들애건강밥상은 서울 은평구 진관동 북한산초등학교 인근에 있다. 이곳은 건강한 저염식 밥상 만들기를 통해 짠맛을 줄인 순한 식당으로 지정되었으며, 한국음식관광협회 제14대 대한민국 조리명인으로 선정되었다. 이 식당의 대표 메뉴인 코다리 구이는 콩나물과 양파볶음이 함께 나온다. 밑반찬은 샐러드 외 6가지가 나온다. 그 외 메뉴는 주꾸미볶음, 제육볶음, 감자전, 도토리묵이 있다. 북한산 등산 후 찾는 이가 많다. 붐비는 시간 대기자를 위해 2층에 따로 휴게 공간이 마련되어 있다. 식당의 인근에는 북한산과 은평한옥마을이 있어 연계 관광이 가능하다."
2870538,39,A05,A0502,A05020100,신동궁감자탕역삼본점,1,1001,서울특별시 강남구 테헤란로10길 21 ,20221019144528,20221019144611,127.0328319056,37.4978465342,6.0,http://tong.visitkorea.or.kr/cms/resource/23/2870523_image2_1.jpg,음식,한식,7922,"신동궁감자탕 역삼본점은 감자탕과 뼈숯불구이 맛집이다. 지하철 2호선 역삼역 3번 출구와 가깝다. 역삼 본점, 명동, 선릉, 청주점 등에도 매장을 갖고 있는 신동궁감자탕의 대표 메뉴는 감자탕과 뼈숯불구이, 뼈찜, 뼈해장국, 낙지뚝배기, 묵은지 김치찜, 뚝배기불고기 등이다. 뼈 숯불구이는 작은 것을 시켜도 푸짐하다. 뼈 숯불구이는 TV 맛집 프로그램에 여러 차례 소개되었다. 매장 인근에 역삼개나리공원, 역삼까치공원, 역삼공원이 있어 식사 후 가벼운 산책이 가능하다."
2763742,39,A05,A0502,A05020300,미우야,1,1015,서울특별시 서초구 강남대로23길 90 (양재동),20211027230245,20221202115025,127.0353962329,37.474088227,6.0,,음식,전문음식,7832,"서울 서초구 양재천 카페거리, 메타세쿼이아 거리에 있는 일본식 우동 소바 전문점이다. 건물 앞에 언제나 긴 줄로 식사를 기다리는 사람들을 볼 수 있다. 시금치와 계란이 올라간 베이컨 소바와 생크림과 명란으로 만든 우동 등, 특이한 면과 초밥 종류를 맛볼 수 있다. 식사 후에는 양재 시민의 숲과 양재천 공원을 걸을 수 있다. 지하철 신분당선 양재시민의숲역 1번 출구에서 여의천을 따라가다 양재천 숲길과 만나는 곳에 있다."
2836182,39,A05,A0502,A05020100,용마해장국,1,1025,서울특별시 중랑구 용마공원로5길 8 ,20220812094354,20220812094404,127.1015479043,37.594500433,6.0,http://tong.visitkorea.or.kr/cms/resource/79/2836179_image2_1.jpg,음식,한식,7754,"용마해장국집은 서울 중랑구 망우동 용마공원 면북초등학교 인근에 있다. 망우동 주택가 붉은색 2층 건물에 있다. 주차는 어렵고 인근 유료 주차장을 이용해야 한다. 24년 전통의 해장국만 파는 집으로, 여러 방송에 소개되었고 연예인도 다녀간 맛집이다. 단일 품목인 해장국에는 소 목뼈, 선지, 우거지, 콩나물이 들어간다. 고추장아찌는 이 집만의 노하우로 손수 만든 반찬이다. 해장국 포장도 가능하며, 고추장아찌는 별도 주문 메뉴이기도 하다. 식당 인근에는 캠핑장, 골프장, 공원 등 관광지가 있어 연계 관광이 가능하다."
2849708,39,A05,A0502,A05020100,마부자생삼겹살,1,1004,서울특별시 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 1층 121호,20220906125633,20220906125650,126.826970926,37.5673431093,6.0,http://tong.visitkorea.or.kr/cms/resource/04/2849704_image2_1.jpg,음식,한식,7751,"마부자생삼겹살은 지하철 9호선, 공항선 마곡나루역 1번 출구 바로 앞에 있다. 매장 상가건물에 자체 주차장이 있어 방문 시 자동차로 이용하기 좋다. 전철역이 가까워 대중교통 이용도 편리하다. 이곳은 늘 만석이라 웨이팅을 생각하고 방문해야 한다. 마부자삼겹살은 두툼한 국내산 생삼겹과 김치를 함께 올려 굽는 맛집으로 유명하다. 마지막 코스로 볶음밥으로 마무리하는 조합이 인기가 많다. 대표 메뉴로 생삼겹살, 목살, 물냉면, 볶음밥이 있다. 추가로 김치찌개와 계란말이가 많이 나간다. 주변에 돌고랑 문화공원과 서울식물원습지원, 강서한강공원이 있어 식사 전후에 둘러보기 좋다."
2754725,39,A05,A0502,A05020100,애란궁,1,1001,서울특별시 강남구 광평로 220-12 (수서동),20211007234058,20231026151523,127.0978485787,37.4848964284,6.0,,음식,전문음식,7686,"오리 요리와 한정식을 전문으로 하는 식당으로, 직접 텃밭에서 재배한 야채와 장과 장아찌를 제공한다. 건강한 식사를 원하는 사람들에게 인기 있는 식당으로 예약을 하지 않으면 대기할 수 있다. 주택을 개조한 인테리어로 계절이 좋을 때는 야외 테라스에서 차를 마실 수 있고, 수백 개의 난 구경과 더불어 넓은 정원을 여유롭게 산책할 수 있다."
2870779,39,A05,A0502,A05020100,한티옥,1,1001,서울특별시 강남구 도곡로 418 강원빌딩 ,20221019162733,20221020164613,127.0562631303,37.4970109405,6.0,http://tong.visitkorea.or.kr/cms/resource/60/2870760_image2_1.jpg,음식,한식,7555,"한티옥은 수인분당선 한티역 3번 출구 단국사대부속고등학교 인근에 있다. 이곳은 안동국시를 대표 메뉴로 향토 음식을 파는 가게다. 건물 앞에 주차장이 있고 발레파킹 서비스를 받을 수 있다. 내부는 4인에서 8인 테이블로 간격이 넓고 테이블마다 공간 구분 파티션이 설치되어 있다. 식사 메뉴는 안동국시, 안동국밥, 양지국밥, 곤드레비빔밥, 만두국, 통국수, 보쌈정식, 밀사랑정식이 있다. 별식으로 손만두, 녹두전, 동태전, 홍어무침, 수육이 있다. 방송사 맛집 프로그램에 소개된 음식점이다. 인근에 한티근린공원, 논현까치공원이 있어 식사 후 가벼운 산책이 가능하다."
